"Date","Price","Open","High","Low","Vol.","Change %"
"08/05/2025","3,611.69","3,718.66","3,719.30","3,548.52","528.41K","-2.93%"
"08/04/2025","3,720.89","3,499.23","3,734.29","3,491.16","514.08K","6.42%"
"08/03/2025","3,496.26","3,403.62","3,521.19","3,358.01","326.76K","3.02%"
"08/02/2025","3,393.92","3,495.06","3,537.10","3,374.76","546.44K","-2.71%"
"08/01/2025","3,488.36","3,695.36","3,724.02","3,433.97","871.70K","-5.68%"
"07/31/2025","3,698.46","3,807.11","3,877.70","3,685.32","576.38K","-2.90%"
"07/30/2025","3,808.91","3,791.80","3,833.91","3,682.25","586.47K","0.39%"
"07/29/2025","3,793.94","3,793.22","3,884.94","3,717.75","648.34K","-0.08%"
"07/28/2025","3,796.91","3,866.14","3,940.69","3,755.56","684.41K","-1.93%"
"07/27/2025","3,871.74","3,740.60","3,878.07","3,732.33","501.29K","3.50%"
"07/26/2025","3,740.86","3,722.46","3,791.74","3,701.40","442.97K","0.43%"
"07/25/2025","3,725.01","3,704.65","3,744.99","3,577.93","833.98K","0.56%"
"07/24/2025","3,704.21","3,625.33","3,770.91","3,509.40","832.35K","2.13%"
"07/23/2025","3,626.81","3,745.74","3,763.49","3,529.45","870.81K","-3.18%"
"07/22/2025","3,745.84","3,761.58","3,798.65","3,620.83","945.19K","-0.41%"
"07/21/2025","3,761.37","3,756.65","3,855.65","3,702.27","893.14K","0.11%"
"07/20/2025","3,757.32","3,590.40","3,818.91","3,579.26","957.57K","4.60%"
"07/19/2025","3,591.98","3,544.29","3,607.53","3,509.90","455.77K","1.31%"
"07/18/2025","3,545.58","3,473.00","3,672.61","3,462.09","1.30M","2.09%"
"07/17/2025","3,472.90","3,372.74","3,519.86","3,314.38","1.13M","2.94%"
"07/16/2025","3,373.85","3,137.94","3,423.83","3,101.21","1.32M","7.49%"
"07/15/2025","3,138.89","3,010.34","3,141.56","2,935.11","960.31K","4.16%"
"07/14/2025","3,013.63","2,972.35","3,080.84","2,963.41","974.19K","1.41%"
"07/13/2025","2,971.67","2,940.26","3,018.80","2,937.62","447.36K","1.00%"
"07/12/2025","2,942.36","2,958.00","2,979.23","2,904.98","414.19K","-0.52%"
"07/11/2025","2,957.71","2,949.48","3,038.28","2,916.36","1.10M","0.22%"
"07/10/2025","2,951.20","2,768.62","2,998.39","2,755.98","1.09M","6.61%"
"07/09/2025","2,768.27","2,614.22","2,792.73","2,590.33","802.25K","5.89%"
"07/08/2025","2,614.41","2,542.35","2,626.96","2,524.00","443.16K","2.83%"
"07/07/2025","2,542.35","2,570.48","2,589.45","2,517.89","370.52K","-1.10%"
"07/06/2025","2,570.57","2,516.61","2,600.59","2,503.63","338.45K","2.16%"
"07/05/2025","2,516.30","2,508.02","2,529.70","2,487.93","192.73K","0.33%"
"07/04/2025","2,508.02","2,591.20","2,601.01","2,474.68","516.84K","-3.20%"
"07/03/2025","2,590.98","2,570.23","2,633.54","2,557.15","577.47K","0.81%"
"07/02/2025","2,570.23","2,405.07","2,617.88","2,381.67","723.08K","6.86%"
"07/01/2025","2,405.26","2,485.48","2,499.93","2,389.74","405.62K","-3.27%"
"06/30/2025","2,486.52","2,500.27","2,521.92","2,435.73","503.14K","-0.56%"
"06/29/2025","2,500.42","2,436.48","2,522.64","2,414.78","330.66K","2.66%"
"06/28/2025","2,435.58","2,423.13","2,447.58","2,406.29","187.18K","0.53%"
"06/27/2025","2,422.65","2,415.58","2,462.73","2,389.02","443.77K","0.29%"
"06/26/2025","2,415.71","2,418.51","2,519.90","2,394.99","547.43K","-0.11%"
"06/25/2025","2,418.43","2,448.42","2,467.23","2,393.47","497.52K","-1.23%"
"06/24/2025","2,448.66","2,410.64","2,478.98","2,377.26","605.39K","1.58%"
"06/23/2025","2,410.48","2,227.73","2,431.24","2,189.79","847.43K","8.18%"
"06/22/2025","2,228.13","2,295.96","2,313.00","2,115.66","948.76K","-2.92%"
"06/21/2025","2,295.26","2,406.48","2,448.11","2,220.62","559.63K","-4.62%"
"06/20/2025","2,406.51","2,520.66","2,568.58","2,377.42","714.24K","-4.55%"
"06/19/2025","2,521.11","2,525.35","2,546.31","2,485.11","289.13K","-0.17%"
"06/18/2025","2,525.35","2,509.61","2,545.80","2,468.33","564.96K","0.63%"
"06/17/2025","2,509.59","2,530.61","2,616.83","2,455.95","788.11K","-1.16%"
"06/16/2025","2,538.95","2,547.58","2,678.91","2,517.01","743.68K","-0.34%"
"06/15/2025","2,547.58","2,532.33","2,557.76","2,493.21","336.18K","0.64%"
"06/14/2025","2,531.39","2,573.16","2,574.13","2,491.10","367.98K","-1.84%"
"06/13/2025","2,578.83","2,639.50","2,639.50","2,447.78","1.31M","-2.45%"
"06/12/2025","2,643.70","2,771.72","2,784.39","2,621.67","776.74K","-4.63%"
"06/11/2025","2,772.11","2,813.27","2,877.92","2,745.91","932.96K","-1.55%"
"06/10/2025","2,815.73","2,680.07","2,825.63","2,657.28","1.25M","5.06%"
"06/09/2025","2,680.07","2,509.84","2,693.39","2,477.91","617.77K","6.78%"
"06/08/2025","2,509.84","2,524.66","2,545.64","2,492.16","290.34K","-0.59%"
"06/07/2025","2,524.66","2,476.45","2,541.91","2,457.03","286.60K","1.99%"
"06/06/2025","2,475.34","2,414.29","2,528.84","2,385.68","625.00K","2.53%"
"06/05/2025","2,414.36","2,607.10","2,640.14","2,394.08","900.97K","-7.39%"
"06/04/2025","2,607.13","2,591.81","2,675.16","2,583.93","578.93K","0.54%"
"06/03/2025","2,593.03","2,603.71","2,651.52","2,581.28","524.35K","-0.53%"
"06/02/2025","2,606.81","2,537.46","2,614.71","2,476.48","513.95K","2.73%"
"06/01/2025","2,537.51","2,526.39","2,547.03","2,471.06","363.69K","0.37%"
"05/31/2025","2,528.09","2,534.29","2,550.02","2,486.16","427.56K","-0.13%"
"05/30/2025","2,531.29","2,631.31","2,648.56","2,509.60","843.03K","-3.84%"
"05/29/2025","2,632.50","2,681.21","2,784.23","2,622.01","906.21K","-1.82%"
"05/28/2025","2,681.20","2,660.60","2,688.44","2,609.25","632.98K","0.76%"
"05/27/2025","2,660.88","2,562.86","2,711.72","2,512.16","891.74K","3.78%"
"05/26/2025","2,563.84","2,551.13","2,596.93","2,529.71","406.92K","0.50%"
"05/25/2025","2,551.20","2,530.68","2,553.95","2,467.77","394.65K","0.86%"
"05/24/2025","2,529.32","2,524.39","2,575.62","2,516.82","284.44K","0.11%"
"05/23/2025","2,526.46","2,664.62","2,731.76","2,503.87","1.07M","-5.15%"
"05/22/2025","2,663.77","2,545.88","2,692.31","2,545.70","962.37K","4.40%"
"05/21/2025","2,551.42","2,523.42","2,614.54","2,454.72","1.21M","1.09%"
"05/20/2025","2,523.82","2,528.23","2,587.21","2,446.16","751.55K","-0.17%"
"05/19/2025","2,528.21","2,498.79","2,543.42","2,352.64","961.23K","1.17%"
"05/18/2025","2,498.97","2,475.04","2,585.12","2,340.94","905.26K","0.97%"
"05/17/2025","2,475.04","2,537.14","2,537.14","2,449.57","566.93K","-2.44%"
"05/16/2025","2,537.04","2,545.46","2,646.74","2,531.45","680.35K","-0.44%"
"05/15/2025","2,548.16","2,610.78","2,644.57","2,480.73","862.28K","-2.36%"
"05/14/2025","2,609.68","2,680.04","2,719.25","2,549.01","928.09K","-2.63%"
"05/13/2025","2,680.05","2,494.95","2,734.04","2,418.44","1.15M","7.39%"
"05/12/2025","2,495.73","2,515.22","2,621.09","2,413.02","1.19M","-0.77%"
"05/11/2025","2,515.22","2,583.94","2,594.80","2,440.65","924.22K","-2.65%"
"05/10/2025","2,583.78","2,345.27","2,597.68","2,322.81","1.13M","10.17%"
"05/09/2025","2,345.27","2,207.18","2,485.98","2,185.92","1.79M","6.31%"
"05/08/2025","2,206.13","1,811.20","2,225.02","1,809.09","1.61M","21.80%"
"05/07/2025","1,811.20","1,816.71","1,849.05","1,788.76","520.17K","-0.30%"
"05/06/2025","1,816.60","1,820.34","1,820.47","1,754.38","436.53K","-0.21%"
"05/05/2025","1,820.34","1,809.06","1,832.02","1,783.66","382.49K","0.62%"
"05/04/2025","1,809.05","1,833.94","1,849.68","1,803.91","267.55K","-1.36%"
"05/03/2025","1,833.93","1,842.06","1,848.21","1,812.76","251.34K","-0.44%"
"05/02/2025","1,842.06","1,838.09","1,869.96","1,814.42","464.79K","0.20%"
"05/01/2025","1,838.32","1,793.62","1,872.73","1,792.54","606.44K","2.49%"
"04/30/2025","1,793.58","1,798.40","1,816.38","1,736.41","533.70K","-0.27%"
"04/29/2025","1,798.47","1,799.26","1,841.95","1,781.40","537.56K","-0.04%"
"04/28/2025","1,799.24","1,790.21","1,826.35","1,748.24","681.19K","0.44%"
"04/27/2025","1,791.42","1,820.65","1,854.66","1,785.03","378.99K","-1.61%"
"04/26/2025","1,820.65","1,784.58","1,835.72","1,779.80","399.27K","1.94%"
"04/25/2025","1,785.96","1,769.60","1,825.49","1,739.39","664.67K","0.93%"
"04/24/2025","1,769.53","1,795.05","1,802.47","1,725.56","552.53K","-1.42%"
"04/23/2025","1,795.07","1,756.94","1,831.23","1,745.53","987.58K","2.22%"
"04/22/2025","1,756.11","1,578.44","1,767.10","1,545.34","1.22M","11.18%"
"04/21/2025","1,579.59","1,587.00","1,655.82","1,569.22","765.65K","-0.48%"
"04/20/2025","1,587.28","1,613.18","1,618.94","1,566.80","313.17K","-1.57%"
"04/19/2025","1,612.58","1,587.98","1,627.50","1,585.19","254.25K","1.49%"
"04/18/2025","1,588.93","1,584.61","1,600.54","1,573.76","227.75K","0.39%"
"04/17/2025","1,582.73","1,577.85","1,615.99","1,563.87","509.34K","0.35%"
"04/16/2025","1,577.14","1,587.39","1,611.43","1,539.11","687.09K","-0.73%"
"04/15/2025","1,588.80","1,625.32","1,660.34","1,584.81","543.64K","-2.15%"
"04/14/2025","1,623.73","1,596.46","1,690.44","1,596.14","747.30K","1.62%"
"04/13/2025","1,597.77","1,643.09","1,648.38","1,566.77","665.93K","-2.82%"
"04/12/2025","1,644.12","1,566.90","1,666.39","1,546.84","570.51K","4.94%"
"04/11/2025","1,566.77","1,519.63","1,587.87","1,507.56","653.52K","2.93%"
"04/10/2025","1,522.13","1,669.39","1,669.39","1,475.06","1.03M","-8.84%"
"04/09/2025","1,669.74","1,473.05","1,685.53","1,388.12","2.13M","13.33%"
"04/08/2025","1,473.40","1,550.31","1,618.47","1,450.32","990.64K","-5.13%"
"04/07/2025","1,553.01","1,585.21","1,633.22","1,422.80","2.35M","-1.75%"
"04/06/2025","1,580.65","1,805.11","1,816.30","1,539.45","1.08M","-12.50%"
"04/05/2025","1,806.47","1,816.96","1,827.20","1,767.51","224.66K","-0.54%"
"04/04/2025","1,816.36","1,816.86","1,835.30","1,760.71","641.06K","-0.01%"
"04/03/2025","1,816.53","1,795.92","1,844.01","1,752.70","566.79K","1.17%"
"04/02/2025","1,795.59","1,905.00","1,953.57","1,783.01","821.61K","-5.74%"
"04/01/2025","1,904.99","1,822.41","1,925.72","1,818.07","499.06K","4.56%"
"03/31/2025","1,821.95","1,808.04","1,851.59","1,778.51","558.43K","0.83%"
"03/30/2025","1,807.02","1,828.23","1,848.78","1,773.41","371.08K","-1.14%"
"03/29/2025","1,827.84","1,896.93","1,912.79","1,801.47","455.60K","-3.63%"
"03/28/2025","1,896.69","2,002.95","2,015.96","1,864.56","694.86K","-5.34%"
"03/27/2025","2,003.67","2,009.58","2,036.74","1,988.10","396.46K","-0.29%"
"03/26/2025","2,009.59","2,066.19","2,078.19","1,982.60","474.96K","-2.74%"
"03/25/2025","2,066.19","2,081.24","2,094.94","2,038.55","364.91K","-0.60%"
"03/24/2025","2,078.73","2,006.00","2,101.23","1,978.62","528.63K","3.62%"
"03/23/2025","2,006.02","1,980.78","2,019.69","1,977.07","296.95K","1.27%"
"03/22/2025","1,980.80","1,965.74","2,005.80","1,965.45","185.64K","0.77%"
"03/21/2025","1,965.58","1,983.94","1,996.73","1,938.55","291.89K","-0.91%"
"03/20/2025","1,983.57","2,056.11","2,066.45","1,952.95","433.71K","-3.55%"
"03/19/2025","2,056.62","1,931.79","2,069.43","1,927.77","743.84K","6.42%"
"03/18/2025","1,932.61","1,926.94","1,934.56","1,873.19","353.90K","0.32%"
"03/17/2025","1,926.35","1,886.66","1,951.93","1,880.49","362.87K","2.05%"
"03/16/2025","1,887.65","1,936.53","1,940.61","1,863.28","353.24K","-2.56%"
"03/15/2025","1,937.17","1,910.71","1,954.50","1,904.30","225.98K","1.34%"
"03/14/2025","1,911.62","1,863.57","1,945.25","1,861.63","405.34K","2.52%"
"03/13/2025","1,864.69","1,906.05","1,916.35","1,823.72","617.45K","-2.28%"
"03/12/2025","1,908.22","1,923.22","1,955.50","1,833.70","844.66K","-0.73%"
"03/11/2025","1,922.28","1,865.07","1,961.10","1,766.97","1.26M","3.10%"
"03/10/2025","1,864.40","2,019.89","2,144.65","1,821.03","1.34M","-7.70%"
"03/09/2025","2,019.89","2,203.59","2,211.54","1,993.97","645.58K","-8.34%"
"03/08/2025","2,203.59","2,140.49","2,232.28","2,107.01","352.50K","2.92%"
"03/07/2025","2,141.17","2,202.22","2,248.54","2,105.35","844.51K","-2.78%"
"03/06/2025","2,202.39","2,243.09","2,319.82","2,177.78","636.24K","-1.75%"
"03/05/2025","2,241.65","2,170.29","2,272.73","2,156.24","721.81K","3.29%"
"03/04/2025","2,170.29","2,143.02","2,221.61","2,001.50","1.35M","0.99%"
"03/03/2025","2,149.11","2,509.98","2,511.58","2,099.70","1.18M","-14.66%"
"03/02/2025","2,518.17","2,217.53","2,546.39","2,179.67","1.35M","13.56%"
"03/01/2025","2,217.53","2,233.88","2,280.35","2,144.69","480.61K","-0.84%"
"02/28/2025","2,236.41","2,307.32","2,312.79","2,078.68","1.39M","-3.09%"
"02/27/2025","2,307.73","2,337.98","2,379.59","2,232.28","687.34K","-1.29%"
"02/26/2025","2,337.98","2,496.06","2,507.13","2,258.60","933.33K","-6.33%"
"02/25/2025","2,496.06","2,511.04","2,533.18","2,339.46","1.44M","-0.59%"
"02/24/2025","2,510.94","2,819.69","2,838.22","2,493.73","959.09K","-10.95%"
"02/23/2025","2,819.69","2,763.23","2,837.98","2,745.96","655.96K","2.04%"
"02/22/2025","2,763.23","2,662.35","2,795.29","2,654.73","485.01K","3.79%"
"02/21/2025","2,662.35","2,738.05","2,841.56","2,619.06","974.36K","-2.76%"
"02/20/2025","2,738.03","2,716.16","2,767.27","2,707.50","372.95K","0.81%"
"02/19/2025","2,716.16","2,671.36","2,735.99","2,657.15","362.40K","1.68%"
"02/18/2025","2,671.36","2,743.55","2,754.43","2,610.47","648.95K","-2.63%"
"02/17/2025","2,743.47","2,662.78","2,845.96","2,647.51","696.20K","3.03%"
"02/16/2025","2,662.80","2,693.04","2,724.22","2,656.73","207.06K","-1.14%"
"02/15/2025","2,693.40","2,725.51","2,738.17","2,675.51","216.63K","-1.18%"
"02/14/2025","2,725.51","2,675.33","2,789.23","2,665.51","466.76K","1.88%"
"02/13/2025","2,675.30","2,737.86","2,756.21","2,617.39","496.62K","-2.22%"
"02/12/2025","2,735.91","2,603.11","2,789.88","2,553.50","689.45K","5.10%"
"02/11/2025","2,603.11","2,661.00","2,724.50","2,579.93","521.35K","-2.18%"
"02/10/2025","2,661.00","2,628.27","2,691.62","2,563.27","425.46K","1.24%"
"02/09/2025","2,628.27","2,631.61","2,681.93","2,534.86","423.07K","-0.12%"
"02/08/2025","2,631.56","2,622.81","2,666.86","2,590.08","403.82K","0.33%"
"02/07/2025","2,622.81","2,688.28","2,797.10","2,564.79","745.29K","-2.44%"
"02/06/2025","2,688.28","2,785.69","2,854.27","2,666.71","772.85K","-3.49%"
"02/05/2025","2,785.62","2,731.76","2,822.55","2,702.34","731.42K","1.97%"
"02/04/2025","2,731.76","2,881.91","2,884.91","2,636.03","1.33M","-5.21%"
"02/03/2025","2,881.90","2,869.72","2,904.34","2,261.27","3.00M","0.42%"
"02/02/2025","2,869.75","3,116.44","3,163.03","2,788.75","1.17M","-8.00%"
"02/01/2025","3,119.13","3,298.69","3,331.28","3,102.98","377.66K","-5.44%"
"01/31/2025","3,298.69","3,247.22","3,434.27","3,214.07","700.31K","1.59%"
"01/30/2025","3,247.22","3,113.26","3,281.91","3,093.23","386.53K","4.30%"
"01/29/2025","3,113.26","3,077.78","3,171.08","3,055.53","449.52K","1.15%"
"01/28/2025","3,077.83","3,182.86","3,222.96","3,041.05","386.37K","-3.20%"
"01/27/2025","3,179.47","3,234.11","3,253.00","3,030.68","819.62K","-1.69%"
"01/26/2025","3,234.18","3,318.14","3,359.15","3,234.07","288.83K","-2.53%"
"01/25/2025","3,318.14","3,311.05","3,350.22","3,272.14","225.91K","0.21%"
"01/24/2025","3,311.05","3,338.42","3,423.71","3,276.30","497.87K","-0.82%"
"01/23/2025","3,338.37","3,242.60","3,344.36","3,189.50","672.00K","2.95%"
"01/22/2025","3,242.60","3,327.55","3,365.53","3,223.17","373.50K","-2.57%"
"01/21/2025","3,328.30","3,282.74","3,364.90","3,204.77","597.36K","1.39%"
"01/20/2025","3,282.68","3,216.67","3,449.78","3,150.35","1.26M","2.05%"
"01/19/2025","3,216.74","3,308.73","3,445.65","3,133.37","1.44M","-2.78%"
"01/18/2025","3,308.74","3,472.84","3,493.38","3,233.53","677.72K","-4.73%"
"01/17/2025","3,472.84","3,307.10","3,524.96","3,307.10","574.06K","5.01%"
"01/16/2025","3,307.00","3,450.79","3,459.88","3,267.48","536.74K","-4.17%"
"01/15/2025","3,450.79","3,224.16","3,469.81","3,187.66","527.11K","7.03%"
"01/14/2025","3,224.06","3,137.77","3,254.32","3,127.34","413.87K","2.75%"
"01/13/2025","3,137.73","3,267.52","3,337.90","2,943.61","952.50K","-3.97%"
"01/12/2025","3,267.30","3,282.89","3,299.65","3,225.06","187.61K","-0.50%"
"01/11/2025","3,283.57","3,267.08","3,319.41","3,219.02","170.84K","0.50%"
"01/10/2025","3,267.08","3,218.15","3,320.94","3,197.86","500.73K","1.52%"
"01/09/2025","3,218.15","3,327.14","3,356.69","3,160.67","543.60K","-3.28%"
"01/08/2025","3,327.14","3,380.50","3,414.89","3,218.35","638.46K","-1.58%"
"01/07/2025","3,380.56","3,687.71","3,700.71","3,358.95","589.56K","-8.33%"
"01/06/2025","3,687.75","3,635.11","3,742.07","3,611.01","364.63K","1.45%"
"01/05/2025","3,635.11","3,656.94","3,672.41","3,596.63","170.02K","-0.57%"
"01/04/2025","3,656.13","3,608.79","3,669.62","3,574.98","249.81K","1.31%"
"01/03/2025","3,608.79","3,455.21","3,626.10","3,424.79","367.78K","4.45%"
"01/02/2025","3,455.19","3,360.14","3,494.60","3,355.49","362.32K","2.83%"
"01/01/2025","3,360.14","3,337.80","3,373.11","3,315.98","209.22K","0.67%"
"12/31/2024","3,337.80","3,361.99","3,449.27","3,317.39","333.44K","-0.72%"
"12/30/2024","3,361.99","3,355.97","3,436.83","3,306.11","494.99K","0.18%"
"12/29/2024","3,355.97","3,404.53","3,412.32","3,327.45","176.43K","-1.43%"
"12/28/2024","3,404.59","3,334.23","3,427.65","3,322.42","196.38K","2.11%"
"12/27/2024","3,334.19","3,335.96","3,438.85","3,309.03","378.00K","-0.05%"
"12/26/2024","3,335.96","3,496.50","3,512.77","3,305.53","360.40K","-4.59%"
"12/25/2024","3,496.49","3,493.33","3,546.29","3,442.61","259.25K","0.09%"
"12/24/2024","3,493.31","3,422.01","3,539.54","3,359.77","352.36K","2.08%"
"12/23/2024","3,422.01","3,281.58","3,463.58","3,220.10","547.74K","4.28%"
"12/22/2024","3,281.58","3,338.72","3,401.96","3,223.39","400.57K","-1.71%"
"12/21/2024","3,338.66","3,474.05","3,555.05","3,294.00","521.99K","-3.90%"
"12/20/2024","3,474.01","3,418.83","3,496.35","3,103.72","1.45M","1.61%"
"12/19/2024","3,418.84","3,627.82","3,719.52","3,337.46","1.17M","-5.76%"
"12/18/2024","3,627.88","3,892.79","3,902.30","3,620.61","781.62K","-6.81%"
"12/17/2024","3,892.79","3,986.91","4,040.69","3,851.17","493.60K","-2.36%"
"12/16/2024","3,986.91","3,959.89","4,102.90","3,885.84","726.41K","0.68%"
"12/15/2024","3,959.81","3,871.13","3,973.48","3,832.12","272.40K","2.29%"
"12/14/2024","3,871.13","3,906.78","3,943.06","3,828.23","287.75K","-0.98%"
"12/13/2024","3,909.48","3,881.57","3,966.50","3,853.92","417.74K","0.72%"
"12/12/2024","3,881.63","3,831.70","3,985.32","3,797.58","634.18K","1.31%"
"12/11/2024","3,831.41","3,628.97","3,848.02","3,564.79","509.73K","5.58%"
"12/10/2024","3,628.94","3,718.98","3,778.81","3,521.57","1.02M","-2.42%"
"12/09/2024","3,718.98","4,002.91","4,005.08","3,550.21","1.02M","-7.09%"
"12/08/2024","4,002.91","3,996.25","4,015.24","3,924.77","273.27K","0.17%"
"12/07/2024","3,996.24","3,998.92","4,023.96","3,969.39","303.07K","-0.08%"
"12/06/2024","3,999.51","3,785.07","4,084.99","3,780.34","864.64K","5.66%"
"12/05/2024","3,785.10","3,836.23","3,950.67","3,696.83","1.05M","-1.33%"
"12/04/2024","3,836.25","3,615.07","3,885.69","3,615.07","1.06M","6.12%"
"12/03/2024","3,615.07","3,643.50","3,669.40","3,510.19","729.65K","-0.78%"
"12/02/2024","3,643.48","3,707.86","3,756.70","3,561.95","799.75K","-1.75%"
"12/01/2024","3,708.33","3,702.96","3,743.78","3,660.98","465.31K","0.14%"
"11/30/2024","3,702.97","3,592.13","3,733.47","3,572.64","563.91K","3.09%"
"11/29/2024","3,592.13","3,578.42","3,642.95","3,539.02","472.94K","0.38%"
"11/28/2024","3,578.41","3,653.26","3,661.40","3,530.79","613.22K","-2.06%"
"11/27/2024","3,653.79","3,326.30","3,684.68","3,303.79","827.39K","9.85%"
"11/26/2024","3,326.30","3,412.15","3,460.40","3,254.45","729.51K","-2.52%"
"11/25/2024","3,412.18","3,361.47","3,544.71","3,301.68","1.02M","1.51%"
"11/24/2024","3,361.41","3,393.92","3,448.58","3,285.45","525.45K","-0.96%"
"11/23/2024","3,393.91","3,327.68","3,495.09","3,316.84","785.63K","1.99%"
"11/22/2024","3,327.77","3,356.42","3,424.47","3,261.04","661.77K","-0.85%"
"11/21/2024","3,356.43","3,069.96","3,386.41","3,034.44","1.06M","9.34%"
"11/20/2024","3,069.72","3,106.07","3,158.15","3,030.91","550.53K","-1.17%"
"11/19/2024","3,105.97","3,207.54","3,219.80","3,066.26","549.16K","-3.16%"
"11/18/2024","3,207.46","3,075.42","3,220.65","3,052.29","698.67K","4.29%"
"11/17/2024","3,075.42","3,132.04","3,160.10","3,037.49","485.17K","-1.81%"
"11/16/2024","3,132.00","3,089.44","3,215.90","3,072.83","456.29K","1.38%"
"11/15/2024","3,089.45","3,058.15","3,128.59","3,015.75","557.27K","1.02%"
"11/14/2024","3,058.22","3,187.02","3,238.39","3,038.03","661.29K","-4.04%"
"11/13/2024","3,187.02","3,244.57","3,326.89","3,117.79","988.07K","-1.71%"
"11/12/2024","3,242.44","3,372.15","3,440.05","3,209.16","1.04M","-3.85%"
"11/11/2024","3,372.13","3,185.97","3,384.62","3,107.45","1.06M","5.84%"
"11/10/2024","3,186.05","3,126.25","3,247.49","3,076.40","925.65K","1.87%"
"11/09/2024","3,127.69","2,961.62","3,153.38","2,954.56","560.62K","5.62%"
"11/08/2024","2,961.34","2,894.20","2,981.51","2,887.19","598.52K","2.32%"
"11/07/2024","2,894.13","2,721.85","2,914.81","2,700.01","784.35K","6.33%"
"11/06/2024","2,721.85","2,422.50","2,740.34","2,422.03","1.07M","12.36%"
"11/05/2024","2,422.50","2,398.95","2,478.74","2,380.80","365.02K","0.98%"
"11/04/2024","2,398.95","2,457.68","2,490.21","2,362.91","335.81K","-2.39%"
"11/03/2024","2,457.68","2,492.54","2,496.33","2,411.72","305.38K","-1.39%"
"11/02/2024","2,492.45","2,511.96","2,523.41","2,472.02","158.36K","-0.78%"
"11/01/2024","2,511.96","2,519.14","2,584.17","2,471.45","463.34K","-0.28%"
"10/31/2024","2,519.14","2,658.62","2,668.39","2,506.64","432.07K","-5.25%"
"10/30/2024","2,658.62","2,638.64","2,719.90","2,600.61","494.31K","0.76%"
"10/29/2024","2,638.64","2,567.41","2,679.50","2,561.32","486.72K","2.77%"
"10/28/2024","2,567.41","2,507.82","2,587.71","2,473.03","393.16K","2.39%"
"10/27/2024","2,507.39","2,482.52","2,525.37","2,465.72","148.63K","1.00%"
"10/26/2024","2,482.52","2,441.20","2,506.39","2,430.77","265.53K","1.69%"
"10/25/2024","2,441.18","2,535.87","2,564.13","2,386.98","550.79K","-3.73%"
"10/24/2024","2,535.87","2,524.64","2,561.75","2,508.98","312.65K","0.39%"
"10/23/2024","2,526.10","2,622.91","2,625.51","2,463.67","385.15K","-3.65%"
"10/22/2024","2,621.79","2,666.66","2,671.28","2,607.54","293.69K","-1.68%"
"10/21/2024","2,666.66","2,747.28","2,766.10","2,656.65","336.97K","-2.93%"
"10/20/2024","2,747.28","2,647.42","2,757.52","2,635.82","280.67K","3.77%"
"10/19/2024","2,647.39","2,641.72","2,662.63","2,631.27","113.68K","0.21%"
"10/18/2024","2,641.72","2,605.53","2,675.17","2,596.72","315.00K","1.39%"
"10/17/2024","2,605.53","2,611.09","2,646.96","2,578.23","242.98K","-0.21%"
"10/16/2024","2,611.09","2,607.79","2,645.42","2,589.72","280.52K","0.12%"
"10/15/2024","2,607.84","2,630.54","2,682.02","2,540.15","442.58K","-0.86%"
"10/14/2024","2,630.54","2,468.94","2,651.52","2,444.63","474.24K","6.55%"
